-0.21448,103,-0.98167,-0.00721
-0.20862,105,-0.9816,-0.0045
-0.20298,107,-0.98148,-0.00297
-0.20288,106,-0.98128,-0.00702
-0.20165,106,-0.98118,-0.00894
-0.19946,107,-0.98118,-0.00163
-0.20156,106,-0.98137,-0.00222
-0.20451,105,-0.98158,-0.00543
-0.20645,105,-0.9819,-0.00346
-0.20699,106,-0.98221,-0.00206
-0.2093,106,-0.98251,-0.0015
-0.20677,108,-0.9827,-0.00099
-0.20698,108,-0.98285,-0.00339
-0.20691,108,-0.98283,-0.00535
-0.20844,107,-0.98272,-0.00229
-0.20871,106,-0.98229,-0.0029
-0.20461,107,-0.98181,-0.00096
-0.20089,108,-0.98129,-0.00175
-0.20124,107,-0.98101,-0.00353
-0.20314,106,-0.98098,-0.00279
-0.20503,106,-0.98122,-0.0029
-0.20432,108,-0.98153,-0.00184
-0.20622,108,-0.98176,-0.00017
